,Encoding,image_size,red_ch_intensity,green_ch_intensity,blue_ch_intensity,gray_intensity,aspect_ratio,red_ch_std,green_ch_std,blue_ch_std,gray_std,red_ch_skew,green_ch_skew,blue_ch_skew,gray_skew,red_ch_kurt,green_ch_kurt,blue_ch_kurt,gray_kurt,low_contrast,bag_of_words_01,bag_of_words_02,bag_of_words_03,bag_of_words_04,bag_of_words_05,bag_of_words_06,bag_of_words_07,bag_of_words_08,bag_of_words_09,bag_of_words_10,bag_of_words_11,bag_of_words_12,bag_of_words_13,bag_of_words_14,bag_of_words_15,bag_of_words_16,bag_of_words_17,bag_of_words_18,bag_of_words_19,bag_of_words_20
15,0,173313,167.20922262034586,166.58242024545186,144.79761472018834,0.6476271814578249,0.37404580152671757,71.27886263428601,80.76895938257368,99.92317986406529,0.31201465831209996,-0.2875329039540752,-0.5223707193114735,-0.42839208380475485,-0.47021957351945565,-1.0454675425683102,-1.2289282835603001,-1.5437418448968252,-1.2418792547726782,0,-0.22020286062547761,-0.40662504716497366,-0.4199494950547094,-0.26219811131400905,-0.3470003585365888,-0.21994498017385236,-0.2226510430109214,-0.4271009286885589,-0.4572105585825516,-0.3609244421816541,-0.19409629656089997,-0.4329514071384849,-0.43844369097552927,-0.46660311343120175,-0.2589620956736924,-0.3950917244346354,-0.32615074352586193,-0.23252545687264545,-0.3765343560943406,-0.22184490194582585
16,0,183414,203.72650397461481,180.53367790899276,164.58824299126567,0.7227940689818406,0.3879093198992443,52.7742155764768,56.440448930950716,57.983567971312915,0.2181254122323396,-2.0502224115281638,-1.6627184776057853,-1.2198593851054624,-1.7180052981385072,3.6181295300673844,2.66560181713324,1.6909308110993457,2.7535685374505414,0,-0.5638684728340075,-0.5052426260621502,-0.40971547183653334,-0.49894649087521104,-0.34176439434293787,-0.36610626410499586,-0.2587450120440894,-0.41016604488141,-0.47424643010554857,-0.40901749136243126,-0.29692468838580455,-0.48078535536474154,-0.4930022877219522,-0.4361760010295928,-0.35859463157671095,-0.41199326140296855,-0.3552180909924525,-0.23776671636365534,-0.3827646164536814,-0.24550108740928078
17,0,206976,164.60456284786642,152.10676600185528,114.03733766233766,0.5961480080327586,0.4489795918367347,86.04833139767021,90.1181660523794,92.61531492839006,0.34705763303900194,-0.5951037774706824,-0.44401608550549654,0.16222989159442142,-0.4454215800045267,-1.2852835831949116,-1.4198711404800226,-1.3787442931517733,-1.4013644571455137,0,-0.22020286062547761,-0.3080074682677971,-0.3176092628729487,-0.471093740338599,-0.33129246595563616,-0.3251811046042757,-0.17624451139684824,-0.3678288353635376,-0.3805491367290652,-0.3334426997926386,-0.13625532615939115,-0.21769864012033013,-0.33841959694042045,-0.25361332661993935,-0.2945451442104847,-0.327485576561303,-0.28545645707263506,-0.19583664043557608,-0.22700810747016018,-0.20765119066775287
18,0,173604,185.95767954655423,189.44670629708992,176.82014239303243,0.7364506386475237,0.37851662404092073,60.57682357572287,70.88636418130218,82.71671528741048,0.26807850786147946,-1.0128024942899136,-1.1970745515616759,-0.6939679842733792,-1.1303588574605663,0.35655862054006615,0.27339604695268793,-1.0292947488321365,0.1714726728931093,0,-0.4002181813061361,-0.35731625771638537,-0.44041754149106155,-0.17863985970417307,-0.3470003585365888,-0.2901023964608012,-0.10405657333051224,-0.3762962772671121,-0.36351326520606825,-0.30596095740362306,-0.16838919860467383,-0.34924199774253584,-0.4020712931445806,-0.5122437820336151,-0.27319531508840933,-0.2936825026246368,-0.26801604859268074,-0.2063191594175959,-0.3391527939382955,-0.15087634555546098
19,0,192177,172.53389843737804,148.66257668711657,113.22048424109025,0.592862187034073,0.41475826972010177,65.9583090063398,78.99841981463861,99.37515141954808,0.29625252458460866,-0.18358368918506743,0.17952022229036588,0.48295771439536506,0.26373792558424874,-1.046402127445004,-1.310247430165127,-1.534743995939821,-1.3381426676911856,0,0.2707480139581365,-0.2217170867327677,-0.33807730930930086,-0.40146186399706907,-0.26322493143817494,-0.3251811046042757,-0.1659319488159431,-0.3339590677492397,-0.3549953294445698,-0.34031313538989244,-0.21337662002806956,-0.3372835106859717,-0.32023339802494616,-0.25361332661993935,-0.24472887625897544,-0.3950917244346354,-0.32615074352586193,-0.2063191594175959,-0.3080014921415912,-0.20765119066775287
20,0,195111,176.39334532650645,147.7161615695681,133.21876777834157,0.5990776510806668,0.40852130325814534,49.09471766378903,52.821894746210745,53.69505900140543,0.20335051663396475,-1.4894342138018382,-0.8045322497480851,-0.20191970944325185,-0.894162922229795,2.8739604208739236,2.0337246776413984,1.5398267418558484,2.0502557793460587,0,-0.6620586477507303,-0.5545514155107384,-0.3892474254001812,-0.568578367216741,-0.33129246595563616,-0.37195271546224157,-0.21233848043001624,-0.4016986029778355,-0.4572105585825516,-0.40901749136243126,-0.2776443649186349,-0.4568683812516132,-0.4748160888064779,-0.6035251192384419,-0.27319531508840933,-0.41199326140296855,-0.34940462149913437,-0.25349049483668507,-0.3391527939382955,-0.2502323245019718
21,0,149733,131.50842499649377,108.5776482138206,85.40003205706157,0.4383503221773974,0.3231552162849873,73.26504042098811,79.71084401567026,85.99980697712732,0.30623274139110784,0.40779756391536337,0.5352318279122015,0.781899432477634,0.5273833234874512,-1.06727403809024,-0.9100143009930162,-0.7108657836000156,-0.9172451269498034,0,0.0416376058191166,-0.44360663925141486,-0.40971547183653334,-0.317903612387233,-0.2841687882127784,-0.34272045867601286,-0.15561938623503796,-0.35936139345996315,-0.3805491367290652,-0.3609244421816541,-0.13625532615939115,-0.3253250236294075,-0.311140298567209,-0.32968110762396163,-0.2945451442104847,-0.3612886504979692,-0.3145238045392257,-0.16963034298052654,-0.23946862818884188,-0.21238242776044386
22,0,185592,165.92562718220614,175.83798331824647,168.44710978921506,0.6792106888544891,0.35406698564593303,47.19200698481991,66.08193728096475,65.28381657082002,0.24271011330368913,-1.8189226350774674,-1.7568428428027332,-1.7199953888637178,-1.7676721107748445,1.7096196088374418,1.360097297412178,1.2112212695703022,1.400070737148031,0,-0.41658321045892327,-0.5545514155107384,-0.5325237504546463,-0.512872866143517,-0.3731801795048431,-0.37195271546224157,-0.263901293334542,-0.41863348678498447,-0.4486926228210531,-0.422758362556939,-0.29692468838580455,-0.5286193035909982,-0.5384677850106381,-0.573098006836833,-0.33012819274727706,-0.4288947983713016,-0.3842854384590431,-0.23252545687264545,-0.3827646164536814,-0.25496356159466277
23,0,178752,174.68407626208378,175.11049946294307,161.8613050483351,0.6826063435900676,0.3877551020408163,58.21957588335,64.08977821972255,74.76942558042425,0.2448753951160266,-0.4408747873560491,-0.7537208758800739,-0.38331122637503423,-0.6740618066397197,-0.054244730296098886,0.14834235338856505,-1.011002370940063,0.12901341296068036,0,-0.3674881230005619,-0.39429784980282656,-0.3176092628729487,-0.40146186399706907,-0.3731801795048431,-0.3485669100332586,-0.14015054236368024,-0.3678288353635376,-0.4486926228210531,-0.38153574897341574,-0.16838919860467383,-0.4568683812516132,-0.3747919947713691,-0.49703022583281065,-0.3158949733325601,-0.34438711352963614,-0.3145238045392257,-0.21680167839961573,-0.3453830542976363,-0.20765119066775287
24,0,259749,225.12259912453945,214.7713061455482,207.0614901308571,0.8486865810546064,0.543859649122807,43.533378562104325,69.37634329200172,77.63020339175513,0.24935831331417907,-2.7014836986310025,-2.065646756767564,-2.007278917911691,-2.0880434791315152,7.041605695847666,2.6332450049436558,2.259030778472142,2.829738434485381,0,-0.5147733853756461,-0.5052426260621502,-0.49158765758194195,-0.471093740338599,-0.36270825111754135,-0.3485669100332586,-0.2535887307536368,-0.4016986029778355,-0.43165675129805614,-0.42962879815419286,-0.3097782373639176,-0.5047023294778699,-0.5202815860951637,-0.4818166696320062,-0.3728278509914279,-0.3950917244346354,-0.36684502997908874,-0.25873175432769496,-0.3640738353756589,-0.2596947986873538
25,0,187230,137.23186989264542,132.77276077551676,116.63212626181702,0.5198297322136033,0.4,81.09523062567904,85.69990169206227,86.7986906933871,0.3312785496783655,0.16678977549945492,0.15529615282829054,0.5006040766761871,0.1911996007645602,-1.2702209791488468,-1.2884204902363818,-1.2120477213537633,-1.2813138867815288,0,0.18892286819420084,-0.283353073543503,-0.3483113325274769,-0.22041898550909106,-0.30511264498738183,-0.3017952991752927,-0.17108823010639568,-0.3424265096528142,-0.3805491367290652,-0.34031313538989244,-0.22623016900618265,-0.34924199774253584,-0.4293505915177921,-0.22318621421833046,-0.09528007240444758,-0.34438711352963614,-0.22150829264613578,-0.16963034298052654,-0.2830804507042278,-0.1934574793896799
26,0,188640,134.90370547073792,149.479405216285,129.81296119592875,0.5684867388489748,0.4071246819338422,81.24931022770679,77.20385255537303,96.44466643515632,0.30941634252923617,0.3520024902217676,0.04048854073456963,-0.07769067809337164,0.12336103344589386,-1.3126132957187115,-1.2418251678595074,-1.4873073105244539,-1.305405790848784,0,-0.22020286062547761,-0.2463714814570618,-0.28690719321842045,-0.38753548872876303,-0.3470003585365888,-0.3193346532470299,-0.1453068236541328,-0.3847637191706866,-0.4061029440135607,-0.3265722641953847,-0.20694984553901302,-0.34924199774253584,-0.4748160888064779,-0.29925399522235274,-0.18779599860010768,-0.37819018746630234,-0.28545645707263506,-0.16963034298052654,-0.3204620128602729,-0.1934574793896799
27,0,194040,164.15960111317253,154.22029993815707,137.42551020408163,0.6083195964628276,0.42091836734693877,68.71825499035485,77.0513418157385,93.19344238844192,0.2985430363699409,-0.019152468937369174,-0.12345622590046375,-0.1889309729329155,-0.10028956295359004,-1.0928680743754702,-1.2631150138858271,-1.5000986018660873,-1.2666384851826349,0,-0.28566297723662615,-0.5175698234242972,-0.4506515647092377,-0.610357493021659,-0.36270825111754135,-0.3485669100332586,-0.10405657333051224,-0.4271009286885589,-0.4572105585825516,-0.38153574897341574,-0.18124274758278688,-0.5405777906475623,-0.5111884866374266,-0.573098006836833,-0.2945451442104847,-0.4204440298871351,-0.37265849947240687,-0.25349049483668507,-0.357843575016318,-0.2407698503165898
28,0,206976,183.66393205009277,170.9312818877551,133.08432861781077,0.6702282537901525,0.4489795918367347,69.76172401739008,69.63092338723433,70.6196813814993,0.2682941259401961,-0.8960733699796061,-0.7888311262936699,0.3180471982562497,-0.7462582900375181,-0.4595196193770694,-0.3141089838205686,-0.8809072035141012,-0.3827192901103107,0,0.4180332763332208,-0.3080074682677971,-0.3483113325274769,-0.16471348443586706,-0.3574722869238905,-0.19071272338762366,0.08156955312578035,-0.31702418394209075,-0.3549953294445698,-0.2990905218063692,0.24935114318400098,-0.21769864012033013,-0.3293264974826833,-0.3448946638247661,-0.17356277918539073,-0.31058403959296993,-0.22150829264613578,-0.022875077232249113,-0.3142317525009321,-0.07990778916509612
29,0,270864,179.68071061492114,193.10537391458445,209.17198298777245,0.7506315116767954,0.5757575757575758,59.09473294227475,78.15708320299534,86.40854572303358,0.29176230830924216,-1.4083112985424366,-1.543767390293432,-1.5335628870886175,-1.5406585965501112,0.8847846987978922,0.7104774196341759,0.5056493549482601,0.7327134704792098,0,-0.18747280231990335,-0.5175698234242972,-0.501821680800118,-0.317903612387233,-0.35223632273023964,-0.3602598127477501,-0.23296360559182652,-0.3762962772671121,-0.46572849434405006,-0.3884061845706696,-0.2712175904295784,-0.5047023294778699,-0.48390918826421503,-0.6339522316400508,-0.26607870538105083,-0.3950917244346354,-0.3610315604857706,-0.23776671636365534,-0.3640738353756589,-0.24550108740928078
30,0,175518,186.28846614022493,185.45147506238678,164.28039859159745,0.7219721609916998,0.3693467336683417,62.79084048003418,65.78467607863006,76.95552341245894,0.2510577560632569,-1.2001871549905296,-1.229865039612922,-0.21087253922182903,-1.2549940300304616,0.45210306405394496,0.5627667429961205,-1.3126901172090704,0.6019098612759155,0,-0.056552569097606226,-0.39429784980282656,-0.46088558792741374,-0.16471348443586706,-0.36270825111754135,-0.3251811046042757,-0.11436913591141738,-0.3847637191706866,-0.4572105585825516,-0.2922200862091153,-0.0912679047359954,-0.28944956245971504,-0.4748160888064779,-0.49703022583281065,-0.20202921801482462,-0.3866409559504689,-0.36684502997908874,-0.2063191594175959,-0.3765343560943406,-0.16980129392622495
31,0,212220,196.7048204693243,201.35621996041843,189.1378993497314,0.782301398637374,0.4580152671755725,55.291048017733836,60.92893316801179,72.4393667655306,0.23336658379390804,-1.6354444752397999,-1.874336970477995,-1.0223109753003614,-1.8202765788398463,2.3791948747816054,2.9646862307630695,-0.20182094574367548,2.7999636133207177,0,-0.3674881230005619,-0.44360663925141486,-0.44041754149106155,-0.38753548872876303,-0.3679442153111922,-0.35441336139050433,-0.17624451139684824,-0.4440358124957079,-0.46572849434405006,-0.40214705576517734,-0.2776443649186349,-0.48078535536474154,-0.43844369097552927,-0.6035251192384419,-0.3230115830399186,-0.40354249291880195,-0.3610315604857706,-0.24300797585466527,-0.3765343560943406,-0.22184490194582585
32,0,163464,188.2907612685362,195.62650491851417,174.36846645132874,0.7550390385074894,0.35459183673469385,57.020360169752024,63.59210721823177,83.7467604234604,0.24404239222863183,-1.4956380571118872,-1.4711069512100534,-0.6078260490695028,-1.4371055432561948,2.182214573753927,1.5539357634302897,-1.2196943144958856,1.5280184405625397,0,-0.23656788977826476,-0.43127944188926776,-0.501821680800118,-0.33182998765553906,-0.36270825111754135,-0.3310275559615214,-0.15561938623503796,-0.39323116107426104,-0.4486926228210531,-0.3334426997926386,-0.1491088751375042,-0.34924199774253584,-0.4930022877219522,-0.6187386754392463,-0.2589620956736924,-0.3950917244346354,-0.34940462149913437,-0.21680167839961573,-0.3765343560943406,-0.23130737613120783
33,0,181566,169.50533690228346,160.14054393443706,155.50201579590893,0.63449460612281,0.39185750636132316,69.78387833939665,78.76918343595298,85.93501158523229,0.3028996780426548,-0.36806087264205806,-0.33547462786096466,-0.3387298028873678,-0.3348356190492578,-1.0874493842319322,-1.3187305653740977,-1.4587772830392325,-1.3014150111403548,0,-0.44931326876449756,-0.43127944188926776,-0.40971547183653334,-0.48502011560690506,-0.3679442153111922,-0.3310275559615214,-0.2535887307536368,-0.3847637191706866,-0.4486926228210531,-0.422758362556939,-0.24551049247335224,-0.3372835106859717,-0.43844369097552927,-0.5274573382344195,-0.3514780218693525,-0.33593634504546954,-0.3552180909924525,-0.23776671636365534,-0.357843575016318,-0.24550108740928078
34,0,236076,206.41380318202613,219.16267219031158,210.63116962334163,0.8464251615332252,0.46359223300970875,52.571485598566206,64.32216042845462,73.9781741937579,0.244569358956775,-2.396329045057915,-2.259358852478957,-1.926434539534278,-2.251289345853007,4.478648796227065,3.7984749604532766,2.0435857204304675,3.7397224863147196,0,-0.3020280063894133,-0.5915330075971796,-0.49158765758194195,-0.40146186399706907,-0.3731801795048431,-0.36610626410499586,-0.24327616817273168,-0.41863348678498447,-0.4401746870595546,-0.40901749136243126,-0.290497913896748,-0.5764532518172547,-0.5111884866374266,-0.6035251192384419,-0.3230115830399186,-0.4288947983713016,-0.34940462149913437,-0.25873175432769496,-0.3889948768130223,-0.22657613903851684
35,0,246960,182.85532069970844,151.71519679300292,141.03788872691933,0.61789270279064,0.5357142857142857,71.51672526808072,100.065535971053,102.5205201688814,0.36185108005067995,-0.5705295102136037,-0.31213148551663544,-0.14179534530184462,-0.2501715919730542,-0.8867950018810804,-1.569293781781065,-1.689488863022795,-1.6105381559972098,0,-0.13837771486154193,-0.39429784980282656,-0.37901340218200513,-0.27612448658231503,-0.336528430149287,-0.34272045867601286,-0.19686963655865852,-0.41016604488141,-0.4061029440135607,-0.3952766201679235,-0.28407113940769146,-0.4568683812516132,-0.41116439260231774,-0.26882688282074385,-0.2874285345031263,-0.4373455668554682,-0.3145238045392257,-0.24824923534567517,-0.2643896696262053,-0.25496356159466277
36,0,208560,142.9883918296893,140.87553222094363,113.00822784810127,0.5463344401667457,0.44556962025316454,81.20031273785614,84.820414768568,103.57944361980277,0.3330185473123625,0.15709878787667222,0.14399778428100957,0.28761340420550846,0.18194718153704553,-1.376732257414254,-1.4246572435320917,-1.6497554152116831,-1.445713634521945,0,-0.15474274401432905,-0.19706269200847354,-0.33807730930930086,-0.30397723711892705,-0.336528430149287,-0.3310275559615214,-0.14015054236368024,-0.3847637191706866,-0.3549953294445698,-0.2990905218063692,-0.2390837179842957,-0.12203074366781691,-0.3747919947713691,-0.26882688282074385,-0.2304956568442585,-0.3866409559504689,-0.27382951808599887,-0.19583664043557608,-0.3266922732196138,-0.16033881974084296
